id,start_date,end_date,lat,lon,rooms,bedrooms,bathrooms,surface_total,price,anio,mes,zona_lat,zona_lon,zona,mes_cont
QS5T1n0aPkqRsAMBe/UNoA==,2020-08-06,2020-09-11,-34.8875629,-56.165465,3.0,2.0,1.0,76.0,150400.0,2020,8,2,1,2_1,8
lOpqx/I9XC6q1jaVPB2kOw==,2020-07-10,2020-07-13,-34.9076198,-56.1622676,3.0,2.0,2.0,118.0,263000.0,2020,7,1,1,1_1,7
js5KwIqKC/bNKzoz+qX0EA==,2020-07-10,2021-06-08,-34.9075687,-56.1878918,3.0,2.0,1.0,106.0,190800.0,2020,7,1,0,1_0,7
zGwVIoUPAycplDIqTuEAlA==,2020-07-10,2021-06-08,-34.9057944,-56.1425315,3.0,2.0,2.0,80.0,250000.0,2020,7,1,2,1_2,7
tZ4ncSkEZmuqaYDllB9T8g==,2020-07-10,2021-06-08,-34.8981192,-56.1195944,4.0,3.0,2.0,140.0,352000.0,2020,7,1,2,1_2,7
yL8Iri9HYTkiBnQPzkXu4w==,2020-07-10,2021-06-08,-34.9075687,-56.1878918,4.0,3.0,2.0,127.0,310000.0,2020,7,1,0,1_0,7
2sVi9siRJAdfYEMkJ2WuGg==,2020-07-10,2021-06-08,-34.8981192,-56.1195944,4.0,3.0,2.0,140.0,352000.0,2020,7,1,2,1_2,7
deEdxMjwLusRjAkfqRcbgw==,2020-12-29,9999-12-31,-34.9081626,-56.1973635,2.0,1.0,1.0,68.0,83000.0,2020,12,1,0,1_0,12
2opEd1dHMKxlQwuAd+CizQ==,2020-12-29,2021-03-09,-34.8879616,-56.1835578,3.0,2.0,1.0,68.0,130000.0,2020,12,2,0,2_0,12
HOCHgtiksbfZX36GtCY/UQ==,2020-12-29,9999-12-31,-34.8776081,-56.1970688,3.0,2.0,1.0,55.0,168000.0,2020,12,2,0,2_0,12
fF7j49n7nysbpk54UyqUAA==,2020-10-30,2021-06-08,-34.8929256,-56.1612983,3.0,2.0,2.0,57.0,170000.0,2020,10,2,1,2_1,10
ugdPDV37VdcyaUT0dRxcBg==,2020-10-30,2021-06-08,-34.8733691,-56.1210394,3.0,2.0,1.0,70.0,74000.0,2020,10,2,2,2_2,10
liFC+CJPmol+W2lKJOB0XQ==,2020-10-30,2021-06-08,-34.8929256,-56.1612983,3.0,2.0,2.0,57.0,170000.0,2020,10,2,1,2_1,10
s38rn+QGJx4Qm2lvURcd/Q==,2020-11-17,9999-12-31,-34.921084,-56.151526,5.0,2.0,4.0,68.0,695000.0,2020,11,0,1,0_1,11
+c+PYX5az9+G4g+mFU73Og==,2020-11-17,9999-12-31,-34.9111735,-56.1717464,3.0,2.0,1.0,50.0,160000.0,2020,11,1,1,1_1,11
2ys+ZNXwnfSKnsxQVTTcWw==,2020-11-17,9999-12-31,-34.9212571918,-56.1539184579,5.0,3.0,4.0,150.0,630000.0,2020,11,0,1,0_1,11
nxBhXG6DWQZ/ov7M34SzHQ==,2020-11-17,9999-12-31,-34.907866,-56.157088,4.0,3.0,2.0,131.0,265000.0,2020,11,1,1,1_1,11
+9fKJOodcRxt7AhZxcC85A==,2021-01-12,2021-06-05,-34.9040100368,-56.1810763402,3.0,2.0,2.0,67.0,125000.0,2021,1,1,1,1_1,13
c1e33J3KFgmxQ3Xw2XEWKw==,2021-01-12,9999-12-31,-34.8988324,-56.1808966,2.0,1.0,1.0,68.0,69000.0,2021,1,1,1,1_1,13
O9gs+9AFg0DmJJpg/5HITw==,2021-01-12,2021-01-27,-34.8988336,-56.180792,3.0,3.0,1.0,57.0,89500.0,2021,1,1,1,1_1,13
EcfxqsnFQUs5HWvKZOSy+g==,2021-01-12,2021-01-27,-34.8988336,-56.180792,3.0,3.0,1.0,60.0,89500.0,2021,1,1,1,1_1,13
iy2bDQxiOnjHtc3voLTtFg==,2020-11-06,2021-03-02,-34.9100827,-56.2056794,2.0,1.0,1.0,47.0,116420.0,2020,11,1,0,1_0,11
Ed95KOjfQC+iEvpQrx3U1g==,2020-11-06,2021-04-03,-34.9118439887,-56.1866084534,3.0,2.0,1.0,74.0,198000.0,2020,11,1,0,1_0,11
TQi24alnddc2VbooXe6JSA==,2020-11-06,2020-11-10,-34.886952,-56.106212,3.0,2.0,1.0,52.0,150000.0,2020,11,2,3,2_3,11
8djmqEIs617OxywZqv0n7g==,2020-11-06,2021-06-08,-34.8967024,-56.1161417,3.0,2.0,2.0,109.0,365000.0,2020,11,1,2,1_2,11
w0G3nn3p7X+q1XCss22ytg==,2020-11-06,2021-06-08,-34.8957652,-56.1652905,3.0,2.0,1.0,70.0,175000.0,2020,11,1,1,1_1,11
pHINXn5ZvN/Qd85kgcF+CA==,2020-11-06,2021-06-01,-34.9131061,-56.1481629,4.0,2.0,2.0,64.0,160000.0,2020,11,1,1,1_1,11
Qv3CqB8qxfY5CAsvYpTqSQ==,2020-11-06,2021-06-08,-34.884993526,-56.0432845132,3.0,3.0,2.0,280.0,520000.0,2020,11,2,4,2_4,11
FqBC3TKWpscs66TITrvgEg==,2020-11-06,2021-06-08,-34.9247615,-56.1613503,3.0,3.0,2.0,157.0,550000.0,2020,11,0,1,0_1,11
d0BboG9yPHQ6sXWaPqr4VA==,2020-11-06,2021-02-23,-34.8967024,-56.1161417,4.0,3.0,3.0,265.0,740000.0,2020,11,1,2,1_2,11
Hht8j8bxqX7elnDXSSvb6A==,2020-10-10,9999-12-31,-34.9085585,-56.1400336,3.0,2.0,1.0,27.0,105000.0,2020,10,1,2,1_2,10
bku7yDBPNboYn3dOdCNrmQ==,2020-10-10,2020-10-15,-34.907631,-56.163611,3.0,1.0,1.0,70.0,175000.0,2020,10,1,1,1_1,10
15blkERbnEn+cPQ+zSORVw==,2020-10-10,2020-12-02,-34.8881305,-56.1529769,3.0,2.0,1.0,54.0,144000.0,2020,10,2,1,2_1,10
THeQaeS9X0yLM8zLfpCgFA==,2020-10-10,9999-12-31,-34.8863368,-56.1059906,3.0,2.0,2.0,78.0,215000.0,2020,10,2,3,2_3,10
6cTc19rv6fpNtVZMOX36AQ==,2020-10-10,2021-05-17,-34.8966452,-56.1134843,3.0,2.0,2.0,85.0,245000.0,2020,10,1,2,1_2,10
Ld3Mf0NgvEbnCtfc+F9r8g==,2020-10-10,2021-03-19,-34.8881305,-56.1529769,3.0,2.0,1.0,58.0,150000.0,2020,10,2,1,2_1,10
aDO0FEuY7QrAsmynTLRWOQ==,2021-03-05,2021-06-05,-34.8876671,-56.1837469,3.0,2.0,1.0,68.0,205579.0,2021,3,2,0,2_0,15
9tV9RMgZiZIIo8LZq2ij3w==,2021-03-05,2021-06-05,-34.8925920058,-56.0968536799,3.0,1.0,1.0,48.0,157000.0,2021,3,2,3,2_3,15
8LVk+CUWoRxhgCVq++RqNA==,2021-03-05,2021-05-04,-34.8923808039,-56.0969395106,3.0,2.0,1.0,67.0,203000.0,2021,3,2,3,2_3,15
nsBKg9Ik7hTcOucuI652tg==,2021-03-05,2021-05-04,-34.8925508284,-56.0967832243,3.0,2.0,2.0,76.0,238000.0,2021,3,2,3,2_3,15
sl5oKEO2PwK9cUw4jUw4Gg==,2021-03-05,2021-06-05,-34.9143944,-56.1544495,3.0,3.0,5.0,190.0,850000.0,2021,3,1,1,1_1,15
8raR3YvxmDb/ge9yes07RQ==,2020-10-29,2021-06-08,-34.9059929828,-56.1387693414,1.0,1.0,1.0,53.0,162000.0,2020,10,1,2,1_2,10
32CM3xPBlW993wyE6txgxg==,2020-10-29,2021-06-08,-34.9097249,-56.1353541,1.0,1.0,1.0,33.0,112000.0,2020,10,1,2,1_2,10
CQXlqHXHF21uGojjsaUbow==,2020-10-29,2021-06-08,-34.9142984721,-56.1584943065,1.0,1.0,1.0,36.0,96000.0,2020,10,1,1,1_1,10
+StQ/GCdxbtcL+eL7+xrjw==,2020-10-29,2021-06-08,-34.9031617,-56.1562716,2.0,1.0,1.0,50.0,109000.0,2020,10,1,1,1_1,10
5MwawoisOPQxG1qGCg9nDw==,2020-10-29,2020-11-06,-34.8932117,-56.0964293,3.0,2.0,2.0,75.0,260000.0,2020,10,2,3,2_3,10
ZNPwDuY+FMmr69Ci6y5XcA==,2020-10-29,2021-06-08,-34.8990177,-56.1403113,3.0,2.0,1.0,70.0,174000.0,2020,10,1,2,1_2,10
L2bMcY1Y+fhDq+cDBQz6eA==,2020-10-29,2021-06-08,-34.8957652,-56.1652905,4.0,3.0,2.0,84.0,250000.0,2020,10,1,1,1_1,10
PJpKl5sV6QRv7B98jl1qDg==,2020-09-10,9999-12-31,-34.9004314,-56.1365608,2.0,1.0,1.0,41.0,135000.0,2020,9,1,2,1_2,9
wyj3vcBihw83ivxT0AmDcA==,2020-09-10,2021-06-10,-34.9044933,-56.182866,4.0,4.0,3.0,168.0,350000.0,2020,9,1,1,1_1,9
TQ+D9MLv6QWgapVKu6B0GA==,2020-06-04,2021-04-09,-34.88826752,-56.15296936,2.0,2.0,1.0,61.0,150000.0,2020,6,2,1,2_1,6
/mpf5e1hk+6IvBlFe4v21w==,2020-06-04,2020-06-25,-34.9060193,-56.1957644,2.0,1.0,1.0,40.0,112000.0,2020,6,1,0,1_0,6
Xo0vVXElwTkKL8hrU/TScA==,2020-06-04,2020-06-25,-34.9102706909,-56.1342658997,3.0,1.0,1.0,50.0,277000.0,2020,6,1,2,1_2,6
ZHkIQry0l1j6Enlh5ymEgQ==,2020-06-04,2020-06-15,-34.9153027,-56.1496693,2.0,1.0,1.0,40.0,149000.0,2020,6,0,1,0_1,6
XR20+JhP/VqCTgViCu8oHA==,2020-06-04,2020-06-25,-34.8856609,-56.1560389,3.0,2.0,1.0,64.0,110000.0,2020,6,2,1,2_1,6
C8JQyiQ7I7eortrbmETM6g==,2020-06-04,2020-06-25,-34.9089957,-56.1934831,3.0,2.0,1.0,66.0,110000.0,2020,6,1,0,1_0,6
USX+MussDurOBS9gNn6F1w==,2020-06-04,2020-06-15,-34.8916793083,-56.0960173232,3.0,2.0,2.0,79.0,247000.0,2020,6,2,3,2_3,6
ULM978uzqqf7RS59sfxJjA==,2020-06-04,2020-06-15,-34.9098320007,-56.1343002319,3.0,3.0,2.0,166.0,705000.0,2020,6,1,2,1_2,6
m+Kfo+2kt7xv1nJAIgyhRw==,2020-05-18,2020-09-05,-34.8923799,-56.1741795,3.0,3.0,2.0,75.0,160000.0,2020,5,2,1,2_1,5
YpUXHpUOnrAn2iAO3BB3qw==,2020-05-18,2020-06-15,-34.9088791,-56.1919745,3.0,3.0,2.0,105.0,176000.0,2020,5,1,0,1_0,5
WRWEHN0T34nRnT02/Lt/Fw==,2020-05-18,2021-01-25,-34.8844029,-56.1709313,3.0,2.0,1.0,255.0,130000.0,2020,5,2,1,2_1,5
t08VQjAmzKy7xfxaUMCcEw==,2020-05-18,9999-12-31,-34.8781219,-56.1977231,2.0,1.0,1.0,52.0,119000.0,2020,5,2,0,2_0,5
APIjXbzUoZkcfj7TOjZZRw==,2020-05-18,9999-12-31,-34.8891374,-56.1658965,3.0,2.0,1.0,72.0,183500.0,2020,5,2,1,2_1,5
tWx5slzmiv7tU7ObUp26ng==,2021-03-09,2021-06-05,-34.8854367,-56.1296148,3.0,2.0,1.0,51.0,130000.0,2021,3,2,2,2_2,15
uOFjLXSf4VdBG6La6IsHCQ==,2020-10-09,2021-02-17,-34.8972435,-56.11505508,2.0,2.0,2.0,81.0,265000.0,2020,10,1,2,1_2,10
Br7TrbHs+Jkq1J7rfghwHA==,2020-10-09,9999-12-31,-34.9098554918,-56.1745607385,1.0,2.0,1.0,39.0,87000.0,2020,10,1,1,1_1,10
FBlwYGZa6cULVW8AykST7g==,2020-10-09,9999-12-31,-34.8895818929,-56.1723291406,1.0,2.0,1.0,52.0,130000.0,2020,10,2,1,2_1,10
rq624oOvieJLb2+CXmN4NQ==,2020-10-09,9999-12-31,-34.8967024,-56.1161417,3.0,2.0,2.0,109.0,365000.0,2020,10,1,2,1_2,10
re0xpm6VjegTtcyVTMmFOA==,2020-10-09,9999-12-31,-34.896948,-56.1493412,4.0,2.0,2.0,125.0,245000.0,2020,10,1,1,1_1,10
jjfhUQebTh9m0m/88l72zg==,2020-07-04,2021-03-11,-34.9030209,-56.1423591,1.0,2.0,1.0,30.0,86130.0,2020,7,1,2,1_2,7
+U1F/0rhL5rFy/FgHsitGQ==,2020-07-04,2020-11-14,-34.9030209,-56.1423591,1.0,2.0,1.0,30.0,86130.0,2020,7,1,2,1_2,7
stVH+ncJ2kIkva19NnkBEA==,2020-07-04,2020-10-08,-34.8963315,-56.1121493,2.0,1.0,1.0,40.0,170000.0,2020,7,1,3,1_3,7
0eslu+zcZEDRXaStlKtJQA==,2020-07-04,2021-05-26,-34.9069064,-56.1873281,2.0,1.0,1.0,30.0,120000.0,2020,7,1,0,1_0,7
bOx0kVwZ5EZ168jMHVNtrQ==,2020-07-04,2021-03-23,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,349000.0,2020,7,4,5,4_5,7
kSJzNHd1h5zzQ//xnoYVIA==,2020-07-04,2021-03-23,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,349000.0,2020,7,4,5,4_5,7
Qd0vY5fkYlAAFG5Zll74ug==,2020-07-04,2020-11-03,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,350000.0,2020,7,4,5,4_5,7
hA88knZPfO4uOOkVx84Tbw==,2020-07-04,2020-11-03,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,350000.0,2020,7,4,5,4_5,7
pQe3JTc0yuEi9huOQp5wwg==,2020-07-04,2020-07-23,-34.9065184,-56.1522537,3.0,2.0,2.0,78.0,218000.0,2020,7,1,1,1_1,7
KEEcYJRZsBtLWAlvEpnBVQ==,2020-07-04,2020-12-11,-34.9065184,-56.1522537,3.0,2.0,2.0,112.0,242000.0,2020,7,1,1,1_1,7
s59WhTkgtFjTuN3DFgVFLA==,2020-07-04,2020-10-15,-34.9065184,-56.1522537,3.0,2.0,2.0,78.0,220500.0,2020,7,1,1,1_1,7
KwK1kb/2meSja1gDJEle8w==,2020-07-04,2020-10-21,-34.9254356,-56.1554984,3.0,3.0,2.0,167.0,470000.0,2020,7,0,1,0_1,7
yXu9yBk7oUp4j1XggEptOw==,2020-07-04,2020-08-13,-34.909753,-56.1345302,4.0,3.0,4.0,204.0,784980.0,2020,7,1,2,1_2,7
KpHrUHvnRVpwMheBBx1kig==,2020-07-04,2020-08-13,-34.909753,-56.1345302,4.0,3.0,4.0,195.0,849212.0,2020,7,1,2,1_2,7
2c+L496LqAjp4O4eVm24Zg==,2020-07-04,2021-06-08,-34.9237938,-56.1651513,3.0,3.0,2.0,110.0,499000.0,2020,7,0,1,0_1,7
4LXFLdjYDMpSz4rTpbGODw==,2020-07-04,9999-12-31,-34.9237938,-56.1651513,3.0,3.0,2.0,110.0,499000.0,2020,7,0,1,0_1,7
Hq5u9Y257Sf+zZDvK/oEGg==,2020-07-22,2020-11-20,-34.9082933,-56.1429533,2.0,1.0,1.0,44.0,147000.0,2020,7,1,2,1_2,7
/cCMuNB3AjIkiUJomOtXPg==,2020-07-22,9999-12-31,-34.8613291,-56.008016,3.0,1.0,1.0,72.0,208000.0,2020,7,3,5,3_5,7
ebDozmWS6azUAglH6zwDxQ==,2020-07-22,9999-12-31,-34.8613291,-56.008016,3.0,1.0,1.0,72.0,208000.0,2020,7,3,5,3_5,7
JoAuLaQqUN/FL+GqzErA2g==,2020-07-22,9999-12-31,-34.8613291,-56.008016,3.0,1.0,1.0,72.0,208000.0,2020,7,3,5,3_5,7
78SDEHrtVZ+O/m2Qu30j4g==,2020-07-22,2020-10-25,-34.9014976,-56.1775734,2.0,1.0,1.0,33.0,90000.0,2020,7,1,1,1_1,7
Q1ex1cNn3dQSEobjX0PNow==,2020-07-22,2020-10-25,-34.906133,-56.178427,3.0,2.0,1.0,74.0,180000.0,2020,7,1,1,1_1,7
94sXSNxrMFS/RrNePJJ0zQ==,2020-07-22,2020-10-25,-34.906133,-56.178427,3.0,2.0,1.0,74.0,180000.0,2020,7,1,1,1_1,7
qj/5keKu5odhxDaDhiHKTw==,2020-07-22,2020-10-25,-34.906133,-56.178427,3.0,2.0,1.0,74.0,180000.0,2020,7,1,1,1_1,7
Zn6qqGNQVZza2toANQrYmw==,2020-07-22,9999-12-31,-34.8857846,-56.1657438,3.0,2.0,1.0,54.0,178000.0,2020,7,2,1,2_1,7
vUiquSFx867/2/sCqricPQ==,2020-07-22,9999-12-31,-34.8857846,-56.1657438,3.0,2.0,1.0,54.0,178000.0,2020,7,2,1,2_1,7
rs1pHDzRMciJzRL7wnjWSQ==,2020-07-22,9999-12-31,-34.8857846,-56.1657438,3.0,2.0,1.0,54.0,178000.0,2020,7,2,1,2_1,7
m8Sbdoe1xPqquTaqRz+dCw==,2020-07-22,2020-10-25,-34.8653511,-56.1739903,3.0,2.0,1.0,70.0,148000.0,2020,7,3,1,3_1,7
BVfTzo8dv2/F4n55AU6YGg==,2020-07-22,2021-02-11,-34.8881587,-56.1530948,3.0,2.0,1.0,71.0,180000.0,2020,7,2,1,2_1,7
dOp1EOhaYhlBiloXUufFGw==,2020-07-22,2021-05-14,-34.8881587,-56.1530948,3.0,2.0,1.0,67.0,144000.0,2020,7,2,1,2_1,7
HqzVEeOmu6LWgWLmESSfoQ==,2020-07-22,2020-10-25,-34.8775011101,-56.0380567233,3.0,3.0,4.0,155.0,450000.0,2020,7,2,5,2_5,7
0o6DWf+WklklfCtQXVoHsw==,2020-07-22,2020-09-18,-34.9197056985,-56.1549615317,3.0,4.0,4.0,186.0,580000.0,2020,7,0,1,0_1,7
khQSuJ9PrzDyq/Ojcz0//w==,2020-12-01,2021-03-08,-34.891194,-56.1642701,3.0,1.0,1.0,68.0,112000.0,2020,12,2,1,2_1,12
d2BsVcn0aE+DqUmlENBbng==,2020-12-01,9999-12-31,-34.8777235,-56.1931208,3.0,2.0,1.0,60.0,135000.0,2020,12,2,0,2_0,12
Qv6qWJuvZ72ZaN5TR3Rncg==,2020-12-01,2021-04-12,-34.9157348,-56.1508687,3.0,3.0,2.0,120.0,325000.0,2020,12,0,1,0_1,12
CENwxEO2G3XnEwco6qryWQ==,2020-10-19,2021-01-21,-34.903974,-56.139268,1.0,2.0,1.0,68.0,119000.0,2020,10,1,2,1_2,10
BKtEX1Pq35Eizi4f9vkzCQ==,2020-10-19,2020-10-19,-34.903974,-56.139268,1.0,2.0,1.0,68.0,119000.0,2020,10,1,2,1_2,10
yJ2qwDYyEn96qCOFIwUeNg==,2021-04-16,2021-06-05,-34.8787504,-56.1470001,2.0,1.0,1.0,46.0,116000.0,2021,4,2,2,2_2,16
pu9ohx2ga1miYsgQh/EToQ==,2021-04-16,2021-06-05,-34.9217266,-56.1543833,4.0,3.0,2.0,120.0,395000.0,2021,4,0,1,0_1,16
UDm3QvIpDhevcywkVLQ9zA==,2021-04-16,2021-06-05,-34.9167736,-56.1581548,4.0,3.0,2.0,169.0,390000.0,2021,4,0,1,0_1,16
61qc0azpW9WTT+DitrEMYg==,2020-12-15,9999-12-31,-34.8994716,-56.1910082,3.0,2.0,2.0,92.0,220000.0,2020,12,1,0,1_0,12
go4RHG/yuKaOudPqskTAXA==,2020-12-15,9999-12-31,-34.8994716,-56.1910082,3.0,2.0,2.0,92.0,220000.0,2020,12,1,0,1_0,12
vLkGFLHkJCe3wUFKNZtCDQ==,2020-12-15,2021-06-05,-34.9194213,-56.1613557,5.0,3.0,2.0,86.0,320000.0,2020,12,0,1,0_1,12
IV3ecxtwOQKtvkTH0ksCOQ==,2020-12-15,9999-12-31,-34.9184626,-56.1536641,5.0,4.0,2.0,159.0,450000.0,2020,12,0,1,0_1,12
XlSjJvR5MpExfHNaOKSX7A==,2020-12-15,9999-12-31,-34.90957,-56.134035,3.0,5.0,5.0,68.0,780000.0,2020,12,1,2,1_2,12
USFp7erJjSU/P1nnWiSfHg==,2020-08-13,2020-10-02,-34.90358353,-56.18282318,3.0,2.0,1.0,68.0,58000.0,2020,8,1,1,1_1,8
8D9M9JLL1xjjiXDoAiRdSg==,2020-08-13,2020-12-12,-34.8925819397,-56.1599731445,3.0,1.0,1.0,59.0,135240.0,2020,8,2,1,2_1,8
p0KlIYgUUDWyoD6FY1Eteg==,2020-08-13,2020-10-25,-34.8959536,-56.1063871,2.0,1.0,1.0,44.0,136000.0,2020,8,1,3,1_3,8
6Xji20L3trRybPq1B9dQVA==,2020-08-13,9999-12-31,-34.915373,-56.1580484,2.0,1.0,1.0,45.0,145000.0,2020,8,0,1,0_1,8
Dsm4PUGYccGOUZH3uYNxRQ==,2020-08-13,2020-10-25,-34.911388,-56.1678336,2.0,1.0,1.0,40.0,165000.0,2020,8,1,1,1_1,8
/GwP4viQY27RJc7fFofjLw==,2020-08-13,2020-10-25,-34.8706697348,-56.200523564,3.0,2.0,1.0,97.0,150000.0,2020,8,3,0,3_0,8
hwgkLHmU6jduNtMLM7njlQ==,2020-08-13,9999-12-31,-34.8888113,-56.1655204,3.0,2.0,1.0,65.0,153500.0,2020,8,2,1,2_1,8
nJyWNYKSI7M2CIpXPZraEg==,2020-08-13,2020-10-25,-34.9240758,-56.1575148,3.0,2.0,2.0,94.0,285000.0,2020,8,0,1,0_1,8
QJ+A9Dsgp25CFQuNP87hYg==,2020-08-13,2020-12-13,-34.8766587,-56.0546733,3.0,2.0,2.0,115.0,320000.0,2020,8,2,4,2_4,8
cTUehd51AJ3pgSda2Eq70g==,2020-08-13,2020-10-25,-34.8892646,-56.0673937,3.0,3.0,2.0,214.0,690000.0,2020,8,2,4,2_4,8
2+QhVyJvVvuB7ScNeM1ZsA==,2020-08-13,2021-03-16,-34.8835012,-56.1906839,3.0,3.0,1.0,67.0,157000.0,2020,8,2,0,2_0,8
YOnwcf3+FhqjeFMfvG+wMw==,2020-08-13,9999-12-31,-34.9201581,-56.1645573,5.0,3.0,3.0,173.0,799000.0,2020,8,0,1,0_1,8
+wzrOXFngxUc3sC2Exmqbg==,2020-08-13,2020-10-25,-34.9108512,-56.1502145,4.0,3.0,2.0,90.0,230000.0,2020,8,1,1,1_1,8
rOZAgxrk2gPyDmengIi8gQ==,2020-08-13,9999-12-31,-34.9107126,-56.1522012,5.0,3.0,2.0,213.0,370000.0,2020,8,1,1,1_1,8
XMTG3Rm0OnHawkjzQKr8cA==,2020-08-13,2020-10-25,-34.8949581,-56.1686404,13.0,4.0,3.0,162.0,240000.0,2020,8,1,1,1_1,8
/z+ePRXbrEQo1OpNLolczg==,2020-07-20,2020-12-04,-34.9057944,-56.1425315,3.0,1.0,1.0,56.0,159000.0,2020,7,1,2,1_2,7
U7yYXLY8uCvt7hH/JkbjvA==,2020-07-20,2020-09-02,-34.8888113,-56.1655204,3.0,2.0,1.0,78.0,153500.0,2020,7,2,1,2_1,7
kRb5wt3U8mrEucmHf4U2og==,2020-07-20,2020-11-23,-34.9147499,-56.1597347,3.0,3.0,1.0,66.0,245000.0,2020,7,0,1,0_1,7
PM20ROztfuWXy4Vw5ndJ7Q==,2020-07-20,2020-11-05,-34.917333,-56.1552684,3.0,2.0,1.0,68.0,298000.0,2020,7,0,1,0_1,7
DxbOqup58pp52k1f1SmRcg==,2020-07-20,2021-06-08,-34.8661596,-56.2086943,1.0,1.0,1.0,53.0,125000.0,2020,7,3,0,3_0,7
BFwblj3WTTyW+jhoZumSUw==,2020-07-20,2021-06-08,-34.9192711,-56.1614098,1.0,2.0,1.0,68.0,145000.0,2020,7,0,1,0_1,7
9mIavfEUrKczT3wAq2gmuQ==,2020-07-20,2021-06-08,-34.9192711,-56.1614098,1.0,2.0,1.0,68.0,145000.0,2020,7,0,1,0_1,7
YXbGAqMrnzyjrtQvp1OHuQ==,2020-07-20,2021-06-08,-34.9057944,-56.1425315,1.0,2.0,1.0,41.0,113000.0,2020,7,1,2,1_2,7
8xlPK3uS/AYhqWY64yelJQ==,2020-07-20,2021-06-08,-34.9057944,-56.1425315,1.0,2.0,1.0,41.0,113000.0,2020,7,1,2,1_2,7
41hMrZ3bT+yGLPPee3KXfA==,2020-07-20,2021-06-08,-34.9044998,-56.1826392,1.0,1.0,1.0,83.0,127544.0,2020,7,1,1,1_1,7
PrLlZ2l8HwRnd63GtaLNcQ==,2020-07-20,2020-10-25,-34.9052421,-56.1398564,1.0,2.0,1.0,34.0,113000.0,2020,7,1,2,1_2,7
cFj6RIsHmwQgJukdAsnJ/Q==,2020-07-20,2021-06-08,-34.8943959,-56.1462387,2.0,1.0,1.0,75.0,142800.0,2020,7,1,2,1_2,7
mJEB3dTYoAzlWjRK2qT07Q==,2020-07-20,2021-06-08,-34.868255,-56.132548,3.0,2.0,1.0,60.0,106040.0,2020,7,3,2,3_2,7
Rll66tynddD5Lw4r2qe3lA==,2020-07-20,2021-06-08,-34.9044998,-56.1826392,3.0,2.0,1.0,72.0,161011.0,2020,7,1,1,1_1,7
hSEtlqPqdz+5od0Pae6b0Q==,2020-07-20,2021-06-08,-34.8661596,-56.2086943,3.0,2.0,1.0,82.0,160000.0,2020,7,3,0,3_0,7
cV+Ijf1cXw6/rm1p0Zs7kw==,2020-07-20,2021-06-08,-34.8661596,-56.2086943,3.0,2.0,1.0,92.0,170000.0,2020,7,3,0,3_0,7
adnwqD1hVwgHw7rS4yR2ag==,2020-07-20,2021-02-08,-34.8777569,-56.1748276,3.0,2.0,2.0,80.0,153000.0,2020,7,2,1,2_1,7
czncBm+WDIXSvfYrG/ZJ7g==,2020-07-20,2021-06-08,-34.9044998,-56.1826392,4.0,3.0,2.0,119.0,209695.0,2020,7,1,1,1_1,7
dol6ENDrNXKYSw2ZRVzUvw==,2020-07-20,2021-06-08,-34.868255,-56.132548,4.0,3.0,1.0,82.0,141072.0,2020,7,3,2,3_2,7
sw9janQ+tHNaqylGmnRBIA==,2021-03-17,2021-06-05,-34.92747,-56.1579778,3.0,3.0,3.0,68.0,720000.0,2021,3,0,1,0_1,15
S3Z2xkWCxpwUoauYLfZTaQ==,2021-03-17,2021-06-05,-34.9140268,-56.1600349,3.0,3.0,2.0,79.0,305000.0,2021,3,1,1,1_1,15
2G0z0muz9ZSs2nGGg/Bs0g==,2021-03-17,2021-06-05,-34.9205314235,-56.1492821931,3.0,4.0,3.0,151.0,495000.0,2021,3,0,1,0_1,15
hDAjpSb5kpXertSTmymuSw==,2021-03-17,2021-06-03,-34.9105108,-56.1535331,3.0,3.0,2.0,125.0,239000.0,2021,3,1,1,1_1,15
0v6yhGLn0GRqVnsdoacp2Q==,2021-03-17,2021-03-18,-34.9014137,-56.1511442,3.0,2.0,2.0,97.0,190000.0,2021,3,1,1,1_1,15
lNtLCLDUfvZrpVzWtLvRlg==,2021-03-17,2021-05-03,-34.9066824234,-56.1413505624,4.0,3.0,2.0,92.0,289000.0,2021,3,1,2,1_2,15
o8dS5zoVU/nLDywYOH27pw==,2021-03-17,2021-06-05,-34.9041401,-56.1784106,4.0,2.0,1.0,68.0,171600.0,2021,3,1,1,1_1,15
jCaNe6WVlu9pR/GodI9/hA==,2021-03-17,2021-05-03,-34.9066472291,-56.14137202,4.0,3.0,2.0,92.0,289000.0,2021,3,1,2,1_2,15
LLI/KoWPCZhds9wERESPvQ==,2021-03-17,2021-06-05,-34.9041401,-56.1784106,5.0,4.0,2.0,77.0,97500.0,2021,3,1,1,1_1,15
j7EqQmLtv3qcKQHM21sbcw==,2021-03-17,2021-06-05,-34.9041401,-56.1784106,5.0,4.0,2.0,77.0,97500.0,2021,3,1,1,1_1,15
RgRtfSiUXxcL3QCx1+jT4A==,2020-10-06,9999-12-31,-34.8993154,-56.1754247,3.0,2.0,1.0,59.0,180000.0,2020,10,1,1,1_1,10
